"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"group",12,6,"French;Galician;German;Polish;Portuguese;Russian",FALSE,6,TRUE,0.50791561990438,"French:groupe;Galician:grupo;German:Gruppe;Polish:grupa;Portuguese:Grupo;Russian:группа"
"carrot",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.979515795408727,"French:carotte;Portuguese:cenoura;Russian:морковь;Spanish:zanahoria"
"toaster",12,4,"Dutch;French;German;Portuguese",TRUE,5,TRUE,0.97647817754597,"Dutch:broodrooster;French:grille-pain;German:Toaster;Portuguese:torradeira"
"tooth",12,4,"Chinese_Traditional;Dutch;French;Russian",TRUE,5,TRUE,0.969998874392196,"Chinese_Traditional:齒;Dutch:tand;French:dent;Russian:зуб"
"mayonnaise",12,4,"Dutch;Italian;Portuguese;Russian",TRUE,5,TRUE,0.966146330945982,"Dutch:mayonaise;Italian:maionese;Portuguese:maionese;Russian:майонез"
"sweater",12,4,"Dutch;French;Italian;Portuguese",TRUE,5,TRUE,0.953966256882282,"Dutch:trui;French:pull;Italian:maglia;Portuguese:camisola"
"tomato",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.95183365469478,"French:tomate;Italian:pomodoro;Portuguese:tomate;Spanish:tomate"
"nail",12,4,"Chinese_Traditional;French;Portuguese;Turkish",TRUE,5,TRUE,0.949492529214638,"Chinese_Traditional:釘;French:clou;Portuguese:unha;Turkish:tırnak"
"chocolate",12,4,"Dutch;Portuguese;Spanish;Turkish",TRUE,5,TRUE,0.948723125458781,"Dutch:chocola;Portuguese:chocolate;Spanish:chocolate;Turkish:çikolata"
"snake",12,4,"Chinese_Traditional;French;Russian;Spanish",TRUE,5,TRUE,0.946759125337874,"Chinese_Traditional:蛇;French:serpent;Russian:змея;Spanish:culebra"
"thumb",12,4,"Dutch;French;German;Italian",TRUE,5,TRUE,0.944113287795254,"Dutch:duim;French:pouce;German:Daumen;Italian:pollice"
"ashtray",12,4,"Dutch;French;Portuguese;Spanish",TRUE,5,TRUE,0.941265905400583,"Dutch:asbak;French:cendrier;Portuguese:cinzeiro;Spanish:cenicero"
"ear",12,4,"French;Italian;Russian;Turkish",TRUE,5,FALSE,0.940026461187345,"French:oreille;Italian:orecchio;Russian:ухо;Turkish:kulak"
"oak",12,4,"French;Galician;German;Spanish",TRUE,5,TRUE,0.923006948336014,"French:chêne;Galician:carballo;German:Eiche;Spanish:roble"
"computer",12,4,"Galician;Italian;Portuguese;Russian",TRUE,5,FALSE,0.922356445063463,"Galician:ordenador;Italian:computer;Portuguese:computador;Russian:компьютер"
"jar",12,4,"Chinese_Traditional;Dutch;Portuguese;Spanish",TRUE,5,TRUE,0.917151944253431,"Chinese_Traditional:罐;Dutch:bokaal;Portuguese:frasco;Spanish:jarra"
"mosquito",12,4,"Chinese_Traditional;Italian;Portuguese;Russian",TRUE,5,TRUE,0.915381925798393,"Chinese_Traditional:蚊;Italian:zanzara;Portuguese:mosquito;Russian:комар"
"pistol",12,4,"Galician;Italian;Portuguese;Russian",TRUE,5,FALSE,0.914681162891018,"Galician:pistola;Italian:pistola;Portuguese:pistola;Russian:пистолет"
"tobacco",12,4,"Galician;Italian;Portuguese;Turkish",TRUE,5,FALSE,0.907526766302189,"Galician:tabaco;Italian:tabacco;Portuguese:tabaco;Turkish:tütün"
"beer",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.903741247360629,"French:bière;Portuguese:cerveja;Russian:пиво;Spanish:cerveza"
"cabinet",12,4,"Chinese_Traditional;German;Italian;Spanish",TRUE,5,TRUE,0.903337198055452,"Chinese_Traditional:櫃;German:Schrank;Italian:mobile;Spanish:armario"
"salt",12,4,"Chinese_Traditional;French;Portuguese;Russian",TRUE,5,TRUE,0.902534000998118,"Chinese_Traditional:鹽;French:sel;Portuguese:sal;Russian:соль"
"tiger",12,5,"Dutch;French;Italian;Portuguese;Spanish",FALSE,5,TRUE,0.899236933529241,"Dutch:tijger;French:tigre;Italian:tigre;Portuguese:tigre;Spanish:tigre"
"crocodile",12,4,"Chinese_Traditional;Dutch;Portuguese;Spanish",TRUE,5,TRUE,0.89261294235731,"Chinese_Traditional:鱷;Dutch:krokodil;Portuguese:crocodilo;Spanish:cocodrilo"
"barrel",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.892424977546509,"French:tonneau;German:Fass;Italian:barile;Portuguese:barril"
"helmet",12,4,"French;Galician;Italian;Portuguese",TRUE,5,FALSE,0.89132438734634,"French:casque;Galician:casco;Italian:casco;Portuguese:capacete"
"crow",12,4,"Chinese_Traditional;Portuguese;Russian;Spanish",TRUE,5,TRUE,0.883867605432974,"Chinese_Traditional:鴉;Portuguese:corvo;Russian:ворона;Spanish:cuervo"
"clock",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.880903345138415,"French:horloge;Italian:orologio;Portuguese:Relógio;Spanish:reloj"
"drum",12,4,"Chinese_Traditional;French;Italian;Spanish",TRUE,5,TRUE,0.879471136790655,"Chinese_Traditional:鼓;French:tambour;Italian:tamburo;Spanish:tambor"
"sock",12,4,"Chinese_Traditional;French;Italian;Portuguese",TRUE,5,TRUE,0.878973890838498,"Chinese_Traditional:襪;French:chaussette;Italian:calza;Portuguese:meia"
"pipe",12,4,"French;Portuguese;Spanish;Turkish",TRUE,5,FALSE,0.875653916314779,"French:pipe;Portuguese:cachimbo;Spanish:pipa;Turkish:boru"
"rat",12,4,"French;German;Italian;Spanish",TRUE,5,TRUE,0.874715034412037,"French:rat;German:Ratte;Italian:ratto;Spanish:rata"
"whip",12,4,"Chinese_Traditional;French;Portuguese;Spanish",TRUE,5,TRUE,0.873818653681315,"Chinese_Traditional:鞭;French:fouet;Portuguese:chicote;Spanish:látigo"
"sugar",12,4,"French;Italian;Russian;Turkish",TRUE,5,FALSE,0.870299505555446,"French:sucre;Italian:zucchero;Russian:сахар;Turkish:şeker"
"umbrella",12,4,"Chinese_Traditional;German;Italian;Spanish",TRUE,5,TRUE,0.869481044000654,"Chinese_Traditional:傘;German:Schirm;Italian:ombrello;Spanish:paraguas"
"camel",12,4,"Dutch;French;Italian;Portuguese",TRUE,5,TRUE,0.868002595152409,"Dutch:kameel;French:chameau;Italian:cammello;Portuguese:camelo"
"hat",12,4,"French;German;Italian;Spanish",TRUE,5,TRUE,0.86742652167989,"French:chapeau;German:Hut;Italian:cappello;Spanish:sombrero"
"compass",12,4,"Dutch;German;Italian;Portuguese",TRUE,5,TRUE,0.8673518527236,"Dutch:kompas;German:Kompass;Italian:bussola;Portuguese:bússola"
"insect",12,4,"Chinese_Traditional;Italian;Portuguese;Turkish",TRUE,5,TRUE,0.863166263634645,"Chinese_Traditional:蟲;Italian:insetto;Portuguese:insecto;Turkish:böcek"
"chin",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.862978106035052,"German:Kinn;Italian:mento;Portuguese:queixo;Spanish:mentón"
"scorpion",12,4,"Chinese_Traditional;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.862616014938643,"Chinese_Traditional:蠍;Italian:scorpione;Portuguese:escorpião;Spanish:escorpión"
"dollar",12,4,"Galician;Italian;Portuguese;Russian",TRUE,5,FALSE,0.860899659135842,"Galician:dólar;Italian:dollaro;Portuguese:dólar;Russian:доллар"
"coffin",12,4,"German;Portuguese;Russian;Spanish",TRUE,5,TRUE,0.859444883687011,"German:Sarg;Portuguese:caixão;Russian:гроб;Spanish:ataúd"
"blouse",12,4,"Dutch;French;Portuguese;Spanish",TRUE,5,TRUE,0.857001734609795,"Dutch:blouse;French:chemisier;Portuguese:blusa;Spanish:blusa"
"flute",12,4,"Chinese_Traditional;French;Portuguese;Spanish",TRUE,5,TRUE,0.855711102227835,"Chinese_Traditional:笛;French:flûte;Portuguese:flauta;Spanish:flauta"
"oven",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.855419504151055,"French:four;German:Ofen;Portuguese:forno;Spanish:horno"
"bookcase",12,4,"Dutch;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.852792521177896,"Dutch:boekenkast;Italian:libreria;Portuguese:estante;Spanish:estantería"
"elevator",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.846664041720324,"German:Aufzug;Italian:ascensore;Portuguese:elevador;Spanish:ascensor"
"airport",12,4,"Chinese_Simplified;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.842305921885224,"Chinese_Simplified:机场;Portuguese:aeroporto;Russian:аэропорт;Spanish:aeropuerto"
"branch",12,4,"French;German;Polish;Portuguese",TRUE,5,TRUE,0.840101661727896,"French:branche;German:Ast;Polish:dziedzina;Portuguese:ramo"
"thigh",12,4,"Dutch;French;German;Portuguese",TRUE,5,TRUE,0.839011610185602,"Dutch:dij;French:cuisse;German:Schenkel;Portuguese:coxa"
"tank",12,4,"Chinese_Traditional;Italian;Portuguese;Russian",TRUE,5,TRUE,0.838810919613034,"Chinese_Traditional:缸;Italian:serbatoio;Portuguese:tanque;Russian:танк"
"vase",12,4,"Dutch;French;Portuguese;Spanish",TRUE,5,TRUE,0.836973855065118,"Dutch:vaas;French:vase;Portuguese:vaso;Spanish:jarrón"
"balloon",12,4,"Dutch;French;Portuguese;Spanish",TRUE,5,TRUE,0.833915046872586,"Dutch:ballon;French:ballon;Portuguese:balão;Spanish:globo"
"belt",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.831400340255224,"French:ceinture;Portuguese:cinto;Russian:пояс;Spanish:cinturón"
"castle",12,4,"Dutch;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.828947967706745,"Dutch:kasteel;Italian:castello;Portuguese:castelo;Spanish:castillo"
"ring",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.827661052900274,"French:bague;Portuguese:anel;Russian:кольцо;Spanish:anillo"
"roof",12,4,"French;German;Italian;Russian",TRUE,5,TRUE,0.826213379363768,"French:toit;German:Dach;Italian:tetto;Russian:крыша"
"lighthouse",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.826147207410055,"French:phare;Italian:faro;Portuguese:farol;Spanish:faro"
"pine",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.825525841242718,"French:pin;Italian:pino;Portuguese:pinheiro;Spanish:pino"
"bucket",12,4,"Chinese_Traditional;Dutch;Portuguese;Spanish",TRUE,5,TRUE,0.820486848025245,"Chinese_Traditional:桶;Dutch:emmer;Portuguese:balde;Spanish:cubo"
"bag",12,4,"Chinese_Traditional;French;German;Spanish",TRUE,5,TRUE,0.819608533970578,"Chinese_Traditional:袋;French:sac;German:Tasche;Spanish:bolso"
"pepper",12,4,"Chinese_Traditional;French;Italian;Russian",TRUE,5,TRUE,0.818331930140049,"Chinese_Traditional:椒;French:poivre;Italian:peperone;Russian:перец"
"anchor",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.817432516807556,"French:ancre;German:Anker;Portuguese:âncora;Spanish:ancla"
"pants",12,4,"Dutch;French;German;Spanish",TRUE,5,TRUE,0.816184040862836,"Dutch:broek;French:pantalon;German:Hose;Spanish:calzoncillos"
"factory",12,4,"Galician;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.812852372225862,"Galician:fábrica;Portuguese:fábrica;Russian:фабрика;Spanish:fábrica"
"bullet",12,4,"Italian;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.811943227250719,"Italian:bossolo;Portuguese:bala;Russian:пуля;Spanish:bala"
"carpet",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.811143575191373,"German:Teppich;Italian:tappeto;Portuguese:tapete;Spanish:alfombra"
"cane",12,4,"Chinese_Traditional;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.80532132041289,"Chinese_Traditional:杖;Italian:bastone;Portuguese:cana;Spanish:bastón"
"cage",12,4,"Chinese_Traditional;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.804112285494224,"Chinese_Traditional:籠;Italian:gabbia;Portuguese:gaiola;Spanish:jaula"
"shovel",12,4,"Chinese_Traditional;German;Russian;Spanish",TRUE,5,TRUE,0.80378548565272,"Chinese_Traditional:鏟;German:Schaufel;Russian:лопата;Spanish:pala"
"trumpet",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.802982057943713,"French:trompette;Italian:tromba;Portuguese:trompete;Spanish:trompeta"
"forest",12,4,"Galician;Italian;Portuguese;Turkish",TRUE,5,FALSE,0.802262532752276,"Galician:monte;Italian:foresta;Portuguese:floresta;Turkish:orman"
"mill",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.801499361237185,"German:Mühle;Italian:mulino;Portuguese:moinho;Spanish:molino"
"cemetery",12,4,"Galician;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.800516217436372,"Galician:cemiterio;Portuguese:cemitério;Russian:кладбище;Spanish:cementerio"
"package",12,4,"Galician;German;Portuguese;Russian",TRUE,5,TRUE,0.799184578019108,"Galician:paquete;German:Paket;Portuguese:embalagem;Russian:пакет"
"cave",12,4,"French;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.796358808095433,"French:grotte;Portuguese:caverna;Russian:пещера;Spanish:cueva"
"nurse",12,4,"Chinese_Simplified;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.794748225122858,"Chinese_Simplified:护士;Italian:infermiere;Portuguese:enfermeiro;Spanish:enfermero"
"basin",12,4,"Chinese_Traditional;German;Italian;Portuguese",TRUE,5,TRUE,0.792943477358945,"Chinese_Traditional:盆;German:Becken;Italian:catino;Portuguese:bacia"
"donkey",12,4,"Chinese_Traditional;French;Portuguese;Spanish",TRUE,5,TRUE,0.792881550973906,"Chinese_Traditional:驢;French:âne;Portuguese:burro;Spanish:burro"
"lily",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.791138771477464,"French:lys;German:Lilie;Italian:giglio;Portuguese:lírio"
"cap",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.78988848969209,"French:casquette;German:Kappe;Portuguese:boné;Spanish:tapón"
"skeleton",12,4,"Chinese_Traditional;Italian;Spanish;Turkish",TRUE,5,TRUE,0.788457889146092,"Chinese_Traditional:骸;Italian:scheletro;Spanish:esqueleto;Turkish:iskelet"
"laboratory",12,4,"Galician;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.787837423521082,"Galician:laboratorio;Portuguese:laboratório;Russian:лаборатория;Spanish:laboratorio"
"crown",12,4,"Chinese_Simplified;Dutch;Portuguese;Spanish",TRUE,5,TRUE,0.786870406867668,"Chinese_Simplified:皇冠;Dutch:kroon;Portuguese:coroa;Spanish:corona"
"ladder",12,4,"Chinese_Simplified;Chinese_Traditional;French;German",TRUE,5,TRUE,0.784995760847379,"Chinese_Simplified:阶梯;Chinese_Traditional:梯;French:échelle;German:Leiter"
"balcony",12,4,"German;Italian;Spanish;Turkish",TRUE,5,TRUE,0.78320102364938,"German:Balkon;Italian:balcone;Spanish:balcón;Turkish:balkon"
"wine",12,4,"French;Italian;Portuguese;Russian",TRUE,5,FALSE,0.782525885675396,"French:vin;Italian:vino;Portuguese:vinho;Russian:вино"
"worker",12,4,"Galician;Italian;Portuguese;Russian",TRUE,5,FALSE,0.782245016283597,"Galician:obreiro;Italian:lavoratore;Portuguese:trabalhador;Russian:работник"
"forehead",12,4,"French;German;Portuguese;Russian",TRUE,5,TRUE,0.782130542579537,"French:front;German:Stirn;Portuguese:testa;Russian:лоб"
"tongue",12,4,"Chinese_Traditional;Dutch;French;Portuguese",TRUE,5,TRUE,0.780927227583509,"Chinese_Traditional:舌;Dutch:tong;French:langue;Portuguese:língua"
"brain",12,5,"Chinese_Traditional;Galician;Italian;Portuguese;Russian",FALSE,5,TRUE,0.78013663815089,"Chinese_Traditional:腦;Galician:cerebro;Italian:cervello;Portuguese:cérebro;Russian:мозг"
"basket",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.778346179385482,"French:panier;German:Korb;Portuguese:cesto;Spanish:cesta"
"ruler",12,4,"Chinese_Traditional;French;Italian;Portuguese",TRUE,5,TRUE,0.776840231848725,"Chinese_Traditional:尺;French:règle;Italian:righello;Portuguese:régua"
"monastery",12,4,"Galician;Italian;Russian;Spanish",TRUE,5,FALSE,0.776026992328944,"Galician:mosteiro;Italian:monastero;Russian:монастырь;Spanish:monasterio"
"lamb",12,4,"Italian;Portuguese;Spanish;Turkish",TRUE,5,FALSE,0.770765677982739,"Italian:agnello;Portuguese:cordeiro;Spanish:cordero;Turkish:kuzu"
"farmer",12,4,"Galician;German;Portuguese;Spanish",TRUE,5,TRUE,0.770344573002256,"Galician:labrego;German:Bauer;Portuguese:agricultor;Spanish:granjero"
"breast",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.765984961995813,"French:sein;Italian:seno;Portuguese:seio;Spanish:seno"
"cable",12,4,"French;German;Spanish;Turkish",TRUE,5,TRUE,0.761026706238236,"French:câble;German:Kabel;Spanish:cable;Turkish:kablo"
"sister",12,4,"Chinese_Traditional;French;Russian;Spanish",TRUE,5,TRUE,0.756437346150787,"Chinese_Traditional:姐;French:soeur;Russian:сестра;Spanish:hermana"
"sauce",12,4,"Chinese_Traditional;French;Italian;Turkish",TRUE,5,TRUE,0.756051140217624,"Chinese_Traditional:醬;French:sauce;Italian:sugo;Turkish:sos"
"tail",12,4,"Chinese_Traditional;French;German;Portuguese",TRUE,5,TRUE,0.752537250280377,"Chinese_Traditional:尾;French:queue;German:Schwanz;Portuguese:cauda"
"president",12,4,"Chinese_Simplified;Galician;Portuguese;Russian",TRUE,5,FALSE,0.750575424826738,"Chinese_Simplified:总统;Galician:presidente;Portuguese:presidente;Russian:президент"
"wood",12,4,"French;Galician;German;Portuguese",TRUE,5,TRUE,0.750165991875482,"French:bois;Galician:madeira;German:Holz;Portuguese:madeira"
"dagger",12,4,"Chinese_Simplified;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.749480418578999,"Chinese_Simplified:匕首;Italian:pugnale;Portuguese:punhal;Spanish:puñal"
"bank",12,4,"French;Galician;Portuguese;Russian",TRUE,5,FALSE,0.749028166692306,"French:banque;Galician:banco;Portuguese:banco;Russian:банк"
"grave",12,4,"Chinese_Traditional;German;Russian;Turkish",TRUE,5,TRUE,0.747295078666082,"Chinese_Traditional:墓;German:Grab;Russian:могила;Turkish:mezar"
"rail",12,4,"Chinese_Traditional;French;German;Portuguese",TRUE,5,TRUE,0.745246286122071,"Chinese_Traditional:軌;French:rail;German:Schiene;Portuguese:carril"
"bald",12,4,"Chinese_Traditional;French;Polish;Portuguese",TRUE,5,TRUE,0.736341109961934,"Chinese_Traditional:禿;French:chauve;Polish:łysy;Portuguese:careca"
"wax",12,4,"Chinese_Traditional;French;German;Italian",TRUE,5,TRUE,0.735509743211749,"Chinese_Traditional:蠟;French:cire;German:Wachs;Italian:cera"
"fat",12,4,"Chinese_Traditional;Galician;Italian;Portuguese",TRUE,5,TRUE,0.719485981242213,"Chinese_Traditional:肥;Galician:graxa;Italian:grasso;Portuguese:gordo"
"clothing",12,4,"German;Portuguese;Russian;Turkish",TRUE,5,TRUE,0.717005238876424,"German:Kleidung;Portuguese:roupa;Russian:одежда;Turkish:giyim"
"back",12,5,"Dutch;French;Galician;Italian;Portuguese",FALSE,5,TRUE,0.714836549654666,"Dutch:rug;French:dos;Galician:lombo;Italian:schiena;Portuguese:costas"
"lightning",12,4,"Galician;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.708300081000274,"Galician:raio;Polish:piorun;Portuguese:relâmpago;Spanish:relámpago"
"walnut",12,4,"Chinese_Simplified;French;Italian;Spanish",TRUE,5,FALSE,0.706031927423507,"Chinese_Simplified:核桃;French:noix;Italian:noce;Spanish:nuez"
"sweat",12,4,"German;Portuguese;Spanish;Turkish",TRUE,5,TRUE,0.705710245959744,"German:Schweiss;Portuguese:suor;Spanish:sudor;Turkish:ter"
"ink",12,4,"French;German;Italian;Spanish",TRUE,5,TRUE,0.705520192198036,"French:encre;German:Tinte;Italian:inchiostro;Spanish:tinta"
"stick",12,4,"Chinese_Traditional;French;Spanish;Turkish",TRUE,5,TRUE,0.704753064922091,"Chinese_Traditional:棍;French:canne;Spanish:palo;Turkish:çubuk"
"road",12,4,"French;Galician;Italian;Russian",TRUE,5,FALSE,0.704293540029906,"French:route;Galician:estrada;Italian:strada;Russian:дорога"
"secretary",12,4,"Italian;Portuguese;Russian;Spanish",TRUE,5,FALSE,0.702130599721762,"Italian:segretaria;Portuguese:secretário;Russian:секретарь;Spanish:secretario"
"jewel",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.700578140017828,"German:Juwel;Italian:gioiello;Portuguese:jóia;Spanish:joya"
"bathroom",12,4,"Galician;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.69894455387166,"Galician:baño;Italian:bagno;Portuguese:sanitário;Spanish:baño"
"steel",12,4,"Chinese_Traditional;German;Italian;Portuguese",TRUE,5,TRUE,0.697724560499309,"Chinese_Traditional:鋼;German:Stahl;Italian:acciaio;Portuguese:aço"
"uncle",12,4,"French;Galician;Russian;Spanish",TRUE,5,FALSE,0.696193495121644,"French:oncle;Galician:tío;Russian:дядя;Spanish:tío"
"author",12,4,"Galician;German;Portuguese;Russian",TRUE,5,TRUE,0.696044691067772,"Galician:autor;German:Autor;Portuguese:autor;Russian:автор"
"band",12,4,"Galician;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.694366625819829,"Galician:banda;Polish:pasmo;Portuguese:banda;Spanish:venda"
"carriage",12,4,"Dutch;Italian;Polish;Spanish",TRUE,5,TRUE,0.690631325903107,"Dutch:koets;Italian:carrozza;Polish:transportowanie;Spanish:carruaje"
"leather",12,4,"French;Galician;German;Polish",TRUE,5,TRUE,0.690003954914868,"French:cuir;Galician:coiro;German:Leder;Polish:skórzany"
"wave",12,4,"Chinese_Traditional;Polish;Portuguese;Russian",TRUE,5,TRUE,0.6895133333268,"Chinese_Traditional:浪;Polish:fala;Portuguese:onda;Russian:волна"
"column",12,4,"Galician;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.686650669804602,"Galician:columna;Italian:colonna;Portuguese:coluna;Spanish:columna"
"lawyer",12,4,"German;Italian;Portuguese;Spanish",TRUE,5,TRUE,0.683410032194426,"German:Anwalt;Italian:avvocato;Portuguese:advogado;Spanish:abogada"
"port",12,4,"French;Galician;Russian;Spanish",TRUE,5,FALSE,0.68098469242099,"French:port;Galician:porto;Russian:порт;Spanish:puerto"
"painter",12,5,"French;Galician;German;Portuguese;Spanish",FALSE,5,TRUE,0.679922861347458,"French:peintre;Galician:pintor;German:Maler;Portuguese:pintor;Spanish:pintora"
"thread",12,4,"French;German;Portuguese;Spanish",TRUE,5,TRUE,0.679196051885385,"French:fil;German:Faden;Portuguese:fio;Spanish:hilo"
"pilot",12,4,"Portuguese;Russian;Spanish;Turkish",TRUE,5,FALSE,0.678036098943033,"Portuguese:piloto;Russian:летчик;Spanish:piloto;Turkish:pilot"
"medal",12,4,"Chinese_Simplified;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.677303704928357,"Chinese_Simplified:奖牌;Italian:medaglia;Portuguese:medalha;Spanish:medalla"
"chain",12,4,"Dutch;French;Galician;Portuguese",TRUE,5,TRUE,0.676684372182632,"Dutch:ketting;French:chaîne;Galician:cadea;Portuguese:corrente"
"square",12,5,"French;Galician;German;Italian;Russian",FALSE,5,TRUE,0.67603676482234,"French:place;Galician:praza;German:Quadrat;Italian:piazza;Russian:квадрат"
"device",12,4,"Galician;Portuguese;Russian;Turkish",TRUE,5,FALSE,0.669299621101716,"Galician:dispositivo;Portuguese:dispositivo;Russian:прибор;Turkish:cihaz"
"sea",12,4,"French;German;Russian;Turkish",TRUE,5,TRUE,0.667832009650958,"French:mer;German:Meer;Russian:море;Turkish:deniz"
"ground",12,4,"French;Galician;Italian;Portuguese",TRUE,5,FALSE,0.66713134683712,"French:sol;Galician:chan;Italian:suolo;Portuguese:terreno"
"fog",12,4,"Chinese_Traditional;Polish;Portuguese;Spanish",TRUE,5,TRUE,0.666254371510718,"Chinese_Traditional:霧;Polish:mgła;Portuguese:nevoeiro;Spanish:niebla"
"knot",12,4,"French;German;Italian;Portuguese",TRUE,5,TRUE,0.663606957774288,"French:noeud;German:Knoten;Italian:nodo;Portuguese:nó"
"hole",12,4,"Chinese_Traditional;French;Polish;Portuguese",TRUE,5,TRUE,0.662135515560741,"Chinese_Traditional:洞;French:trou;Polish:dziura;Portuguese:buraco"
"metal",12,4,"German;Italian;Portuguese;Russian",TRUE,5,TRUE,0.656415327313026,"German:Metall;Italian:metallo;Portuguese:metal;Russian:металл"
"player",12,4,"French;Galician;Portuguese;Russian",TRUE,5,FALSE,0.655897865303052,"French:joueur;Galician:xogador;Portuguese:jogador;Russian:игрок"
"star",12,4,"French;Italian;Portuguese;Russian",TRUE,5,FALSE,0.650615960097161,"French:étoile;Italian:stella;Portuguese:estrela;Russian:звезда"
"murder",12,5,"Galician;Polish;Portuguese;Russian;Spanish",FALSE,5,FALSE,0.647431775120467,"Galician:asasinato;Polish:zabójstwo;Portuguese:assassínio;Russian:убийство;Spanish:asesinato"
"tray",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.646910340210175,"French:bac;Italian:vassoio;Portuguese:tabuleiro;Spanish:bandeja"
"slap",12,4,"French;Italian;Polish;Spanish",TRUE,5,FALSE,0.645695629429204,"French:claque;Italian:schiaffo;Polish:klaps;Spanish:bofetada"
"cliff",12,4,"Chinese_Simplified;Chinese_Traditional;Italian;Spanish",TRUE,5,TRUE,0.644224692818391,"Chinese_Simplified:悬崖;Chinese_Traditional:崖;Italian:precipizio;Spanish:precipicio"
"board",12,4,"Galician;German;Italian;Portuguese",TRUE,5,TRUE,0.6437160643216,"Galician:xunta;German:Tafel;Italian:bordo;Portuguese:painel"
"clown",12,4,"French;Polish;Portuguese;Turkish",TRUE,5,FALSE,0.641259570885845,"French:clown;Polish:błazen;Portuguese:palhaço;Turkish:soytarı"
"stain",12,4,"French;Galician;Polish;Russian",TRUE,5,FALSE,0.640537051018628,"French:tache;Galician:mancha;Polish:skaza;Russian:пятно"
"cannon",12,4,"French;Italian;Portuguese;Spanish",TRUE,5,FALSE,0.63802554502394,"French:canon;Italian:cannone;Portuguese:canhão;Spanish:cañón"
"enemy",12,4,"Chinese_Simplified;Galician;Polish;Russian",TRUE,5,FALSE,0.636870764636295,"Chinese_Simplified:仇敌;Galician:inimigo;Polish:wróg;Russian:враг"
"portrait",12,4,"German;Portuguese;Russian;Spanish",TRUE,5,TRUE,0.635245000223385,"German:Bildnis;Portuguese:retrato;Russian:портрет;Spanish:retrato"
"explosion",12,4,"Galician;Polish;Portuguese;Spanish",TRUE,5,FALSE,0.630779496099576,"Galician:explosión;Polish:wybuch;Portuguese:explosão;Spanish:explosión"
"prince",12,4,"French;Italian;Portuguese;Russian",TRUE,5,FALSE,0.628849666861651,"French:prince;Italian:principe;Portuguese:príncipe;Russian:князь"
"autumn",12,5,"Galician;Polish;Portuguese;Russian;Spanish",FALSE,5,FALSE,0.628227863606003,"Galician:outono;Polish:jesień;Portuguese:outono;Russian:осень;Spanish:otoño"
"arch",12,4,"French;German;Portuguese;Russian",TRUE,5,TRUE,0.628210890417728,"French:arche;German:Bogen;Portuguese:arco;Russian:арка"
"sky",12,4,"Chinese_Traditional;German;Polish;Spanish",TRUE,5,TRUE,0.628000789568622,"Chinese_Traditional:天;German:Himmel;Polish:niebo;Spanish:cielo"
