word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
aartsvijand,1,2.67,1.18,15,0,15,1,18,1,9.333333333,2.543735095
aarzelen,3,2.4,1.24,15,0,15,2,20,1,8.5,2.373094804
aarzelend,5,2.6,1.24,15,0,15,3,18,1,9.5,2.202939213
aarzeling,3,2.53,1.13,15,0,15,4,18,1,10.22222222,2.712835624
aas,2,3.87,0.92,15,0,15,NA,NA,NA,NA,NA
aaseter,2,3.33,1.11,15,0,15,1,18,0.944444444,10.52941176,3.53761302
aasgier,4,3.36,1.5,14,1,15,2,20,1,10.85,2.996050031
abacadabra,1,1.33,0.72,15,0,15,3,18,1,5.277777778,1.840893503
abattoir,5,3.56,1.74,9,6,15,4,18,0.666666667,14.66666667,4.249777178
abces,3,4,0.85,15,0,15,1,18,1,13,2.589571847
abdicatie,2,1.8,1.3,5,10,15,2,20,0.35,15.57142857,4.276179871
abdij,5,4.6,0.74,15,0,15,3,18,1,9.388888889,2.768284431
abdis,2,2.75,1.5,4,11,15,4,18,0.722222222,13.69230769,3.77236918
abdomen,2,3.56,1.42,9,6,15,1,18,0.666666667,15.41666667,2.937479852
abdominaal,5,1.92,0.86,13,2,15,2,20,0.8,15.875,1.892969449
abeel,5,3.83,1.6,6,9,15,3,18,0.333333333,13.5,2.738612788
aberrant,4,2,1.55,6,9,15,4,18,0.444444444,15.625,3.067688753
aberratie,4,2.38,1.51,8,7,15,1,18,0.444444444,14.625,4.438065859
abject,3,3,1.73,3,12,15,2,20,0.2,13.5,5.259911279
ablatief,3,1.88,1.13,8,7,15,3,18,0.555555556,12.8,0.918936583
abnormaal,2,1.93,0.8,15,0,15,4,18,1,10.44444444,3.184931844
abolitie,2,1.86,0.69,7,8,15,1,18,0.277777778,15.8,3.563705936
abominabel,5,1.36,0.67,11,4,15,2,20,0.85,14.35294118,2.422322658
abonnee,4,3,1.31,15,0,15,3,18,1,10.22222222,2.486565208
abonnement,4,3.07,1.1,15,0,15,4,18,1,9.777777778,2.414552828
abonneren,4,1.93,1.03,15,0,15,1,18,1,9.833333333,2.74933147
aborteren,2,2.87,1.36,15,0,15,2,20,1,12.9,2.049390153
aborteur,1,2.92,1.16,12,3,15,3,18,0.944444444,14.17647059,2.068673915
abortus,3,3,1.36,15,0,15,4,18,1,12.11111111,2.632129285
abracadabra,4,1.4,0.51,15,0,15,1,18,1,5.166666667,1.689065178
abri,5,4.2,1.1,5,10,15,2,20,0.35,13.14285714,3.078342164
abrikoos,2,4.93,0.26,15,0,15,3,18,1,7.388888889,1.883016631
abrupt,3,2.07,1.03,15,0,15,4,18,1,11.88888889,2.968241486
abscis,4,3.3,1.42,10,5,15,1,18,0.666666667,13.33333333,2.534608929
absent,4,2,0.96,14,1,15,2,20,1,13.05,2.62528194
absentie,5,1.71,0.73,14,1,15,3,18,0.944444444,13.17647059,2.214590654
absint,1,4.5,1.09,14,1,15,4,18,0.944444444,13.70588235,3.036542151
absolutie,4,1.36,0.5,14,1,15,1,18,1,12.83333333,1.947849493
absolutisme,1,1.36,0.74,14,1,15,2,20,1,14.3,2.250146194
absoluut,2,1.33,0.72,15,0,15,3,18,1,8.277777778,2.420635686
absorberen,2,3.47,0.83,15,0,15,4,18,1,11.33333333,2.543735095
absorptie,3,2.93,0.96,15,0,15,1,18,1,11.72222222,3.374742789
abstinentie,4,2.22,0.97,9,6,15,2,20,0.75,14.6,3.850788416
abstract,2,1.07,0.26,15,0,15,3,18,1,12.61111111,2.831314159
abstractie,2,1.13,0.35,15,0,15,4,18,1,12.94444444,2.899740804
abstraheren,2,1.53,0.83,15,0,15,1,18,0.944444444,15,1.903943276
absurd,2,1.4,0.63,15,0,15,NA,NA,NA,NA,NA
absurdistisch,3,1.43,0.85,14,1,15,2,20,0.8,14.1875,2.786126343
absurditeit,4,1.47,0.92,15,0,15,3,18,1,12.77777778,1.986885104
abt,1,3.27,1.44,15,0,15,NA,NA,NA,NA,NA
abuis,1,1.78,1.3,9,6,15,3,18,0.777777778,11.85714286,3.158800718
abusievelijk,5,1.78,0.97,9,6,15,4,18,0.666666667,14.83333333,1.800673275
acacia,1,4.3,1.34,10,5,15,1,18,0.666666667,12.25,2.800162333
academicus,4,3.21,1.31,14,1,15,2,20,1,14,2.406132516
academie,5,3.2,1.21,15,0,15,3,18,1,9.666666667,2.114376559
academisch,3,1.93,1.16,15,0,15,4,18,1,13.33333333,3.029268986
acajou,4,4.27,0.65,11,4,15,1,18,0.666666667,12.5,3.896385271
acceleratie,4,2.92,1.16,12,3,15,2,20,0.9,14,2.42535625
accelereren,3,3.2,1.15,15,0,15,3,18,0.944444444,14.76470588,1.985239651
accent,1,3.4,1.24,15,0,15,NA,NA,NA,NA,NA
accentueren,5,2.6,1.24,15,0,15,4,18,1,12.77777778,2.755861252
acceptabel,2,1.67,0.9,15,0,15,1,18,1,10.66666667,2.42535625
acceptatie,4,1.87,0.64,15,0,15,2,20,0.9,11.27777778,2.60780628
accepteren,3,2.33,1.23,15,0,15,3,18,1,10.11111111,1.604731566
accessoire,2,3.27,1.03,15,0,15,4,18,1,10.72222222,2.652536091
accessoires,1,3.47,1.19,15,0,15,1,18,1,10,1.878672873
accident,1,4.13,0.92,15,0,15,2,20,1,9.4,3.43970623
accijns,4,2.5,1.45,12,3,15,3,18,1,13.27777778,3.409425612
acclamatie,4,2.29,1.38,7,8,15,4,18,0.5,15.55555556,4.065436973
acclimatisatie,5,1.64,0.63,14,1,15,1,18,0.888888889,13.1875,3.166885957
acclimatiseren,2,2.21,1.05,14,1,15,2,20,1,13.2,2.839570019
accolade,2,4.07,1.21,14,1,15,3,18,0.944444444,10.11764706,2.758676153
accommodatie,3,2.4,1.3,15,0,15,4,18,1,12.5,3.166924654
accommoderen,5,2,1.2,15,0,15,1,18,1,12.94444444,2.711028071
accordeon,5,4.8,0.56,15,0,15,2,20,1,7.85,2.433861995
accorderen,2,1.9,0.99,10,5,15,3,18,0.666666667,13.91666667,1.505042031
accountant,2,3.07,1.33,15,0,15,4,18,1,13.88888889,3.084856539
accreditatie,3,1.7,1.06,10,5,15,1,18,0.611111111,14.36363636,2.248231628
accrediteren,4,2,1.04,12,3,15,2,20,0.8,14.75,3.151719108
accu,3,4.13,0.74,15,0,15,3,18,1,10.88888889,2.741594403
acculturatie,5,1.36,0.5,11,4,15,4,18,0.666666667,14.91666667,3.604500554
accumulatie,4,2.5,1.4,14,1,15,4,18,0.944444444,14.11764706,2.781239673
accumuleren,3,2.14,1.23,14,1,15,1,18,1,13.16666667,2.640187159
accuraat,2,1.6,0.91,15,0,15,2,20,1,12.15,2.960707597
accuratesse,2,2,1.18,11,4,15,3,18,0.611111111,13.72727273,2.053821272
accusatief,5,1.36,1.08,14,1,15,4,18,0.833333333,12.26666667,2.374467359
ace,5,3.42,1.44,12,3,15,1,18,0.722222222,10.76923077,3.11324713
aceton,4,3.5,1.34,14,1,15,2,20,1,14,2.51312345
ach,3,1.43,0.76,14,1,15,3,18,1,6.722222222,3.064129385
achilleshiel,5,3.33,1.59,15,0,15,4,18,0.944444444,11.76470588,2.359274564
achillespees,1,4.4,1.06,15,0,15,1,18,1,11.11111111,3.04648088
acht,5,3.2,1.61,15,0,15,2,20,1,5,3.539253564
achtarmig,2,4,1,15,0,15,3,18,1,9.277777778,2.191039387
achtbaan,4,4.73,0.59,15,0,15,4,18,1,8.888888889,3.233808334
achtbaar,4,1.53,0.74,15,0,15,1,18,0.833333333,11.6,2.823371844
achteloos,5,1.53,0.64,15,0,15,2,20,0.9,12,2.950573224
achten,5,2,1.25,15,0,15,NA,NA,NA,NA,NA
achter,5,2.33,1.4,15,0,15,3,18,1,5.777777778,1.664704728
achteraan,1,3,1.41,15,0,15,4,18,1,7.444444444,3.86876211
achteraf,5,1.6,1.12,15,0,15,1,18,1,7.722222222,2.739805823
achterbak,1,4.21,0.89,14,1,15,2,20,0.95,8.578947368,2.456641553
achterbaks,4,2,1,15,0,15,3,18,1,9.444444444,2.202197358
achterban,3,1.87,1.13,15,0,15,4,18,0.888888889,11.75,2.886751346
achterbank,4,4.53,0.64,15,0,15,1,18,1,7.611111111,2.145827384
achterblijven,1,3.47,1.25,15,0,15,2,20,1,7.95,2.480980282
achterbuurt,2,3.2,1.08,15,0,15,3,18,1,10.44444444,2.306569192
achterdek,1,4,1,15,0,15,4,18,1,11,2.656844657
achterdeur,2,4.33,0.62,15,0,15,1,18,1,6.666666667,2.249182858
achterdocht,1,1.67,1.11,15,0,15,2,20,1,10.5,2.762531257
achterdochtig,3,1.8,0.94,15,0,15,3,18,1,11.16666667,2.357715744
achtereen,4,1.93,1.16,15,0,15,4,18,1,8.333333333,3.105971478
achtereenvolgens,4,1.67,0.9,15,0,15,1,18,1,9.277777778,2.761192316
achtereind,1,2.6,1.35,15,0,15,2,20,0.9,10,3.289913283
achteren,3,2.42,1.08,12,3,15,3,18,1,7.555555556,2.064325049
achtergrond,2,3.2,1.26,15,0,15,4,18,1,9.277777778,2.585151163
achterhaald,4,1.79,0.7,14,1,15,1,18,1,11.16666667,2.727851988
achterhalen,4,2.27,1.22,15,0,15,2,20,1,10.2,2.375311614
achterheen,3,1.67,0.98,15,0,15,3,18,0.944444444,8.941176471,1.819017188
achterhoede,5,2.53,1.25,15,0,15,4,18,0.944444444,11.94117647,3.578941677
achterhoofd,2,4.47,0.64,15,0,15,1,18,1,8.333333333,2.890145529
achterhouden,3,2.27,1.03,15,0,15,2,20,1,9.55,3.068944615
achterhuis,1,3.93,1.03,15,0,15,3,18,1,10.55555556,2.661760192
achterin,3,2.47,1.36,15,0,15,4,18,1,7.388888889,3.108600761
achteringang,4,3.93,1.16,15,0,15,1,18,1,8.888888889,2.632129285
achterkamer,4,3.73,0.88,15,0,15,2,20,1,9.25,3.058637468
achterkant,5,3.07,1.44,15,0,15,3,18,1,6.611111111,1.85151413
achterklap,5,2.29,0.99,14,1,15,4,18,0.944444444,11.52941176,2.896498901
achterkomen,2,2.13,0.74,15,0,15,1,18,1,8.388888889,2.428722465
achterland,4,2.92,1.24,12,3,15,2,20,0.9,10.38888889,2.452822837
achterlangs,2,2,1,15,0,15,3,18,0.944444444,8.882352941,2.260595965
achterlaten,2,2.87,0.99,15,0,15,4,18,1,7.888888889,2.348688968
achterlicht,3,4.53,0.74,15,0,15,1,18,1,8.111111111,2.564208143
achterligger,4,3.79,0.97,14,1,15,1,18,1,8.666666667,2.169304578
achterlijf,2,4.07,0.96,15,0,15,2,20,0.95,9.052631579,3.117578908
achterlijk,5,1.67,0.62,15,0,15,3,18,1,8.722222222,1.934381055
achterlopen,3,2.47,0.99,15,0,15,4,18,1,8.722222222,3.322039692
achterna,1,2.2,1.42,15,0,15,1,18,1,7.555555556,3.033581115
achternaam,5,2.8,1.47,15,0,15,2,20,0.95,6.578947368,3.469162394
achternazitten,5,3.47,1.25,15,0,15,3,18,1,8.388888889,2.500326776
achterneef,5,2.53,1.19,15,0,15,4,18,1,8.944444444,3.403669684
achternicht,1,2.6,1.5,15,0,15,1,18,1,9.055555556,2.940032457
achterom,3,1.87,1.19,15,0,15,2,20,1,7.3,2.657660229
achterop,2,2.53,0.99,15,0,15,3,18,1,7.333333333,1.84709629
achterover,1,2.8,1.37,15,0,15,4,18,1,7.888888889,2.805223885
achterpoot,5,4.4,0.91,15,0,15,1,18,1,7.222222222,2.53343653
achterruit,5,3.93,1.39,15,0,15,2,20,1,6.65,1.87153188
achterschip,3,4,1.07,15,0,15,3,18,0.777777778,11.78571429,3.166618469
achterstallig,2,1.73,0.8,15,0,15,4,18,0.944444444,12.35294118,3.180824902
achterstand,3,2.2,1.01,15,0,15,1,18,1,9.722222222,2.515962114
achterste,3,3.2,1.47,15,0,15,2,20,1,7,2.271099896
achterstellen,4,2.27,1.16,15,0,15,2,20,1,10.05,2.910507281
achtersteven,2,3,1.58,13,2,15,3,18,0.722222222,11.69230769,2.868931723
achterstevoren,5,2.8,1.26,15,0,15,4,18,1,8.111111111,3.909097818
achtertuin,4,4.4,0.74,15,0,15,1,18,1,6.722222222,2.16402554
achteruit,1,3.33,1.11,15,0,15,2,20,1,5.95,2.584875035
achteruitgang,1,2.93,1.49,15,0,15,3,18,1,9.333333333,2.249182858
achtervoegsel,1,1.87,1.13,15,0,15,4,18,1,10.77777778,2.712835624
achtervolgen,3,3.13,1.19,15,0,15,1,18,1,7.555555556,2.006525303
achtervolger,2,3.33,0.98,15,0,15,2,20,1,8.05,2.684752267
achtervolging,2,3.27,1.16,15,0,15,3,18,1,8.055555556,2.287362268
achterwaarts,2,3.27,1.03,15,0,15,4,18,1,8.444444444,3.221658729
achterwege,2,1.73,0.8,15,0,15,1,18,1,9.5,2.975389248
achterwerk,1,4.47,0.83,15,0,15,2,20,0.95,7.157894737,2.522414141
achterwiel,3,4.87,0.35,15,0,15,3,18,1,7,1.714985851
achterzak,3,4.47,0.52,15,0,15,4,18,1,8.333333333,3.514675117
achterzijde,2,3.8,0.77,15,0,15,1,18,1,8.444444444,3.166408658
achting,3,1.36,0.63,14,1,15,2,20,1,10.95,2.742933505
achtste,4,3.27,1.62,15,0,15,3,18,1,6.277777778,1.994272846
achttien,4,3.2,1.57,15,0,15,4,18,1,6.055555556,2.363253545
achttiende,2,2.73,1.33,15,0,15,1,18,1,7.277777778,2.60780628
acne,5,4.53,0.64,15,0,15,NA,NA,NA,NA,NA
acoliet,5,3,1.41,6,9,15,2,20,0.25,13.8,6.610597552
acquisitie,5,1.69,1.18,13,2,15,3,18,0.833333333,15,1.253566341
acrobaat,2,4.07,0.8,15,0,15,4,18,1,8.111111111,2.470743848
acrobate,3,3.73,0.8,15,0,15,1,18,1,8.833333333,2.995094028
acrobatiek,3,3.2,1.01,15,0,15,2,20,1,9.5,3.203616378
acrobatisch,2,3.07,1.03,15,0,15,3,18,1,9.277777778,2.217724206
acroniem,1,1.93,1.27,14,1,15,3,18,0.888888889,14.0625,1.569235483
acrostichon,3,1,0,1,14,15,4,18,0.444444444,13.625,4.373213921
act,1,2.6,1.45,15,0,15,NA,NA,NA,NA,NA
acteerwerk,3,3.07,1.28,15,0,15,1,18,1,10.22222222,1.986885104
acteren,3,3,1.31,15,0,15,2,20,0.95,7.842105263,2.38660982
acteur,5,3.2,1.15,15,0,15,3,18,1,7.777777778,2.073801725
actie,4,2.33,0.98,15,0,15,4,18,1,9.111111111,3.027110618
actief,5,2.53,0.92,15,0,15,NA,NA,NA,NA,NA
actiefilm,5,3.8,0.86,15,0,15,1,18,1,9.166666667,2.74933147
actiegroep,5,2.93,0.88,15,0,15,2,20,1,11.05,2.781044862
actiepunt,4,2.4,1.12,15,0,15,4,18,1,12,2.566755792
actieradius,3,2.09,0.94,11,4,15,3,18,0.611111111,14.36363636,2.419616799
actievoeren,3,2.67,1.35,15,0,15,4,18,0.944444444,11,2.291287847
activa,2,1.82,1.08,11,4,15,1,18,0.944444444,13.41176471,3.428899669
activatie,3,2,1.13,15,0,15,2,20,1,10.6,2.28035085
activeren,4,2.4,0.99,15,0,15,3,18,1,10,2.086370335
activering,4,2.6,0.91,15,0,15,4,18,1,11.61111111,2.87256575
activisme,4,1.64,0.84,14,1,15,1,18,1,12.83333333,2.895229342
activist,1,2.93,1.1,15,0,15,2,20,1,12.2,2.397366977
activiteit,5,2.2,1.32,15,0,15,3,18,1,8.055555556,1.625973816
actor,4,2.93,1.33,14,1,15,1,18,0.944444444,12.82352941,2.627624738
actrice,1,3.8,0.86,15,0,15,4,18,1,8.388888889,2.033220826
actualiseren,3,1.93,1.1,15,0,15,1,18,1,11.61111111,2.810461316
actualiteit,3,1.87,1.06,15,0,15,2,20,1,10.9,2.221900562
actueel,3,2,0.85,15,0,15,3,18,1,10.5,1.947849493
acupunctuur,4,4.14,1.03,14,1,15,4,18,1,12.55555556,2.357022604
acuut,5,1.8,1.08,15,0,15,NA,NA,NA,NA,NA
adagio,2,2.43,1.13,7,8,15,1,18,0.388888889,15,2.943920289
adagium,2,2,1.41,5,10,15,2,20,0.45,14,3.674234614
adamsappel,4,4.47,0.83,15,0,15,3,18,1,9.833333333,2.229481607
adamskostuum,5,3.79,0.97,14,1,15,4,18,1,11.55555556,2.833044968
adaptatie,3,1.71,0.91,14,1,15,1,18,1,13,3.378130357
adapter,4,4.47,0.64,15,0,15,2,20,1,12.3,3.180532891
adaptief,4,1.64,0.5,14,1,15,3,18,1,14.33333333,1.644956642
addendum,2,2.75,1.49,8,7,15,4,18,0.611111111,14.36363636,3.471965647
adder,5,4.8,0.56,15,0,15,NA,NA,NA,NA,NA
additief,2,1.67,0.62,15,0,15,1,18,1,12.61111111,2.703785775
additioneel,4,1.93,0.96,15,0,15,2,20,1,13.15,2.45539149
adel,4,2.87,1.36,15,0,15,NA,NA,NA,NA,NA
adelaar,2,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
adelborst,5,2.2,1.03,10,5,15,3,18,0.611111111,12.09090909,2.508168473
adelbrief,1,2.73,1.42,11,4,15,4,18,0.888888889,12.5,3.366501646
adellijk,5,1.87,0.92,15,0,15,1,18,1,10.88888889,2.193275522
adelstand,3,2,0.93,15,0,15,2,20,0.95,11.52631579,2.342088836
adem,1,4.13,0.92,15,0,15,NA,NA,NA,NA,NA
adembenemend,3,1.87,0.92,15,0,15,3,18,1,9.722222222,2.444815777
ademen,4,3.8,1.15,15,0,15,4,18,1,6.722222222,3.044871398
ademhalen,4,4.13,1.13,15,0,15,1,18,1,6.833333333,2.255711705
ademhaling,3,3.6,1.06,15,0,15,2,20,1,8.4,3.42437086
ademloos,2,2.87,0.99,15,0,15,3,18,1,9.166666667,2.382534488
ademnood,3,3.2,1.15,15,0,15,4,18,1,10,2.70076242
adempauze,3,3.07,1.22,15,0,15,1,18,1,9.388888889,2.615314375
ademtest,4,4.4,0.63,15,0,15,2,20,1,10.35,2.390221307
ademtocht,4,3.18,0.98,11,4,15,3,18,0.888888889,11.375,2.941088234
adept,5,1.9,0.88,10,5,15,4,18,0.611111111,13.81818182,3.092512953
adequaat,1,1.6,0.91,15,0,15,1,18,1,13.27777778,1.840893503
ader,1,4.53,0.83,15,0,15,NA,NA,NA,NA,NA
aderlaten,1,3.67,1.23,12,3,15,2,20,0.9,12.94444444,3.522569621
aderlating,4,3.08,1.31,12,3,15,3,18,0.944444444,13.23529412,2.840101489
adhesie,3,1.92,1.12,13,2,15,4,18,1,14.44444444,2.571843519
adieu,5,1.5,0.94,14,1,15,1,18,1,10.05555556,2.484593048
adios,1,1.83,0.94,12,3,15,2,20,1,10.05,3.017056774
adjectief,5,1.47,1.13,15,0,15,3,18,1,10.83333333,2.572478777
adjudant,2,2.62,1.04,13,2,15,4,18,1,12.22222222,2.96162824
adjunct,3,2.4,1.5,15,0,15,1,18,0.944444444,12.82352941,2.743977362
administrateur,5,2.73,1.1,15,0,15,2,20,0.95,11.36842105,3.183473406
administratie,5,2.2,1.26,15,0,15,2,20,1,10.95,2.282081229
administratief,5,1.8,0.94,15,0,15,3,18,1,11.77777778,2.390066589
admiraal,2,3,1.2,15,0,15,4,18,1,10.94444444,2.919956128
adolescent,4,3.33,0.98,15,0,15,1,18,1,12.16666667,2.281640277
adolescentie,3,1.73,0.96,15,0,15,2,20,1,11.7,2.054520049
adonis,4,3,1.11,14,1,15,3,18,0.944444444,13.64705882,1.868862504
adopteren,2,2.4,1.18,15,0,15,4,18,1,9.833333333,3.276475869
adoptie,3,2.2,1.15,15,0,15,1,18,1,10.16666667,2.640187159
adoptief,1,2,1.22,13,2,15,2,20,0.85,13.41176471,3.336518086
adorabel,3,1.67,1.05,15,0,15,3,18,1,12,3.124852938
adoratie,4,1.93,0.7,15,0,15,4,18,1,12.72222222,2.652536091
adoreren,2,2.27,1.03,15,0,15,1,18,1,12.27777778,2.8034759
adrenaline,2,3.27,1.22,15,0,15,2,20,0.95,12.57894737,2.316985337
adres,3,3.27,1.22,15,0,15,NA,NA,NA,NA,NA
adresboek,4,4.53,0.64,15,0,15,3,18,1,8.666666667,2.47338777
adresseren,3,2.87,1.41,15,0,15,4,18,1,11.16666667,3.682230782
advent,4,3.07,1.38,14,1,15,1,18,0.888888889,8.5,2.708012802
adverbiaal,3,1.44,0.73,9,6,15,2,20,0.4,15.25,2.549509757
adverbium,2,1.67,0.82,6,9,15,3,18,0.611111111,13.45454545,2.018099916
adverteerder,4,3.27,1.16,15,0,15,4,18,1,12.38888889,2.592724864
advertentie,2,3.6,1.3,15,0,15,1,18,1,10.27777778,2.652536091
adverteren,2,2.53,0.99,15,0,15,2,20,1,10.65,3.344673692
advies,2,1.87,0.83,15,0,15,NA,NA,NA,NA,NA
adviseren,4,1.87,0.74,15,0,15,3,18,1,10.55555556,2.594614835
adviseur,4,3,1.36,15,0,15,4,18,1,11.83333333,2.684377461
advocaat,5,3.53,1.06,15,0,15,NA,NA,NA,NA,NA
advocaat,4,3.73,1.03,15,0,15,NA,NA,NA,NA,NA
advocate,3,3.53,0.99,15,0,15,1,18,1,10.22222222,2.43879323
advocatuur,5,1.67,1.23,12,3,15,3,18,1,12.61111111,2.933355615
aerobic,1,4.27,0.96,15,0,15,2,20,1,10.05,2.416500297
aerobics,3,3.47,0.99,15,0,15,3,18,1,9.611111111,2.090282528
aerodynamisch,2,2.53,1.25,15,0,15,4,18,1,12.38888889,2.500326776
af,1,1.47,0.64,15,0,15,1,18,1,5.111111111,1.906301898
afasie,2,1.13,0.35,8,7,15,2,20,0.95,17.63157895,2.314460012
afatisch,4,1.5,0.55,6,9,15,3,18,0.333333333,17.16666667,2.228601953
afbakenen,2,3.27,1.28,15,0,15,4,18,1,10.44444444,2.548868774
afbakening,5,3.27,1.1,15,0,15,1,18,1,10.66666667,2.543735095
afbeelden,2,2.93,0.96,15,0,15,2,20,1,9.1,2.291862033
afbeelding,1,4.27,0.7,15,0,15,3,18,1,6.722222222,1.708303443
afbellen,2,2.73,0.96,15,0,15,4,18,1,9.222222222,2.462795054
afbetalen,3,2.27,1.1,15,0,15,1,18,1,10,2.722455639
afbetaling,5,2.33,1.11,15,0,15,2,20,1,10.8,2.764435795
afbeulen,2,2.93,1.07,14,1,15,3,18,1,10.11111111,2.446819998
afbieden,1,2.93,1.16,15,0,15,4,18,1,12.05555556,3.076901081
afbijten,4,3.53,1.25,15,0,15,1,18,1,7.277777778,2.539234613
afbladderen,2,3.13,1.3,15,0,15,4,18,0.833333333,10.2,2.366431913
afblaffen,2,3.13,1.06,15,0,15,2,20,1,9.9,2.826565705
afblazen,4,1.93,0.7,15,0,15,3,18,1,9.444444444,2.035630332
afblijven,5,2.93,1.33,15,0,15,4,18,1,6.777777778,4.194612168
afbollen,5,2.8,1.15,15,0,15,1,18,0.888888889,9.9375,2.644963768
afbouwen,2,2.67,1.18,15,0,15,2,20,1,9.2,2.419221275
afbraak,1,3.8,0.94,15,0,15,3,18,1,8.222222222,2.390066589
afbranden,2,3.93,0.7,15,0,15,4,18,1,8.777777778,2.921634425
afbreken,1,3.8,1.08,15,0,15,NA,NA,NA,NA,NA
afbrengen,1,2.07,1.14,14,1,15,1,18,1,9.277777778,2.585151163
afbreuk,5,1.53,0.64,15,0,15,2,20,1,10.55,2.62528194
afbrokkelen,4,3.67,1.29,15,0,15,3,18,1,8.277777778,1.840893503
afdak,2,4.53,0.74,15,0,15,4,18,1,7.5,3.148295524
afdalen,1,3.8,1.01,15,0,15,1,18,1,8.444444444,2.120549935
afdaling,5,3.47,1.13,15,0,15,2,20,1,8.15,2.476733842
afdammen,2,2.69,1.38,13,2,15,1,18,0.777777778,11.07142857,3.149219335
afdanken,1,2.53,1.13,15,0,15,3,18,1,10.5,3.276475869
afdankertje,3,2.2,1.21,15,0,15,4,18,0.944444444,9.882352941,2.368605944
afdekken,3,3.67,1.18,15,0,15,1,18,1,8.444444444,2.454820521
afdeling,2,2.67,1.05,15,0,15,2,20,1,9.7,3.027940068
afdingen,5,2.67,1.45,15,0,15,3,18,1,11.55555556,2.68376869
afdoen,5,2.73,1.28,15,0,15,4,18,1,8.777777778,3.828001407
afdoend,1,1.6,0.83,15,0,15,1,18,1,11.61111111,2.831314159
afdokken,3,2.4,1.12,15,0,15,2,20,0.9,10.55555556,2.770054623
afdraaien,4,3.43,1.28,14,1,15,3,18,1,8.555555556,2.791209357
afdracht,4,2.45,1.13,11,4,15,4,18,0.777777778,12.35714286,3.712911834
afdragen,1,3.07,1.33,15,0,15,1,18,1,9.444444444,3.203347922
afdrijven,5,3.27,1.1,15,0,15,2,20,1,9.65,2.661123625
afdrogen,3,3.87,0.92,15,0,15,3,18,1,6.277777778,1.526455161
afdruipen,1,2.87,1.19,15,0,15,4,18,1,11.5,3.0341197
afdruiprek,3,4.71,0.61,14,1,15,1,18,0.944444444,9.470588235,3.023194648
afdruk,4,4,0.85,15,0,15,2,20,1,8.6,3.118704184
afdrukken,5,3.53,1.3,15,0,15,3,18,1,9.111111111,2.541164367
afdwalen,4,2.47,1.13,15,0,15,4,18,1,10,3.271984467
afdwingen,3,2.4,1.06,15,0,15,1,18,1,10.33333333,2.543735095
affaire,2,1.93,1.22,15,0,15,2,20,1,11.65,2.345768867
affect,1,1.79,1.31,14,1,15,2,20,0.95,13.63157895,2.832559234
affectie,1,2.87,1.51,15,0,15,3,18,1,11.94444444,2.2614993
affectief,3,1.67,0.82,15,0,15,4,18,0.944444444,12.70588235,3.618782701
affectiviteit,1,1.6,0.74,15,0,15,1,18,1,12.72222222,2.886185261
affiche,5,4.4,0.74,15,0,15,2,20,1,8.85,2.58079955
afficheren,2,3.47,1.13,15,0,15,3,18,1,11.5,2.915475947
affiliatie,2,1.25,0.45,12,3,15,3,18,0.888888889,15.5625,2.682505048
affiniteit,4,1.71,0.91,14,1,15,4,18,1,13.16666667,2.812785933
affirmatief,1,2.15,1.14,13,2,15,1,18,0.888888889,13.5,3.405877273
affirmeren,4,1.92,1.16,12,3,15,2,20,0.95,14.73684211,2.207112373
affix,1,3,1.58,5,10,15,3,18,0.388888889,15,0.577350269
affluiten,1,3.47,1.13,15,0,15,4,18,1,10.94444444,3.133729637
affreus,2,2.56,0.73,9,6,15,4,18,0.666666667,12.16666667,3.73760578
affront,1,2.31,1.25,13,2,15,1,18,0.944444444,11.47058824,2.426871625
afgaan,5,2.33,1.11,15,0,15,2,20,0.95,8.526315789,2.091475318
afgang,5,1.53,0.64,15,0,15,3,18,1,9.388888889,2.973191767
afgedragen,5,2.67,1.05,15,0,15,4,18,1,9.777777778,2.798225395
afgeladen,1,2.71,1.2,14,1,15,1,18,1,10.77777778,2.510110275
afgelasten,2,2.43,1.02,14,1,15,2,20,0.9,10.66666667,3.694192581
afgeleefd,5,2.4,0.83,15,0,15,1,18,0.944444444,11.05882353,3.091734712
afgelegen,1,2.6,1.06,15,0,15,3,18,1,8.611111111,2.304442995
afgeleide,3,1.87,0.74,15,0,15,4,18,1,12.61111111,3.012501187
afgelopen,4,2.27,0.8,15,0,15,1,18,1,8,2.807552839
afgemat,1,2.93,1.28,15,0,15,2,20,1,10.35,3.199917762
afgemeten,4,2.33,0.9,15,0,15,3,18,1,10.11111111,2.564208143
afgepeigerd,1,2.47,1.25,15,0,15,4,18,1,11.11111111,3.410863077
afgerond,3,2.4,1.35,15,0,15,1,18,1,9.777777778,3.001089127
afgeschreven,5,1.73,0.7,15,0,15,2,20,1,11.05,2.910507281
afgevaardigde,1,2.4,1.12,15,0,15,3,18,1,10.11111111,3.065728757
afgeven,1,3.67,1.05,15,0,15,4,18,1,7.666666667,3.271984467
afgewerkt,5,2.53,0.92,15,0,15,1,18,1,8.777777778,2.390066589
afgezaagd,4,2.2,1.08,15,0,15,2,20,1,9.1,2.35975021
