"session","survey","slot","word","use_number","response","response_corrected","lemma","upos"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w04","exam",1,"cape","cape","cape","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w04","exam",2,"interr","inter","inter","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w04","exam",3,"smuggle","smuggle","smuggle","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w04","exam",4,"inect","insect","insect","ADJ"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w04","exam",5,"warm-up","warm-up","warm - up","ADJ PUNCT NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",1,"carmelize","caramelize","caramelize","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",2,"honor","honor","honor","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",3,"embark","embark","embark","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",4,"tranquilize","tranquilize","tranquilize","VERB"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",5,"status","status","status","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",6,"spin","spin","spin","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",7,"spend time","spend time","spend time","NOUN NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",8,"realize","realize","realize","VERB"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w04","exam",9,"intercoure","intercourse","intercourse","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_2","w04","exam",1,"boss","boss","boss","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_2","w04","exam",3,"fog","fog","fog","X"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_2","w04","exam",4,"stub","stub","stub","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",1,"reinvigorate","reinvigorate","reinvigorate","VERB"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",2,"noose","noose","noose","ADV"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",3,"map","map","map","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",4,"glare","glare","glare","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",6,"plumb","plumb","plumb","X"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",7,"lure","lure","lure","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",8,"creep","creep","creep","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",9,"fastforward","fast forward","fast forward","ADV ADV"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w04","exam",10,"scroll","scroll","scroll","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w04","exam",1,"touch","touch","touch","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w04","exam",2,"confetti","confetti","confetti","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",1,"milk","milk","milk","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",3,"strip","strip","strip","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",4,"haul","haul","haul","X"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",5,"puppet","puppet","puppet","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",6,"tweeze","tweezers","tweezers","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",7,"reside","reside","reside","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w04","exam",9,"rake","rake","rake","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w04","exam",1,"barge","barge","barge","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w04","exam",2,"rode","rode","rode","VERB"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w04","exam",4,"follower","follower","follower","VERB"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w04","exam",5,"gate","gate","gate","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w04","exam",1,"sooth","sooth","sooth","CCONJ"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w04","exam",2,"counterfeit","counterfeit","counterfeit","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_2","w04","exam",1,"washer","washer","washer","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings_2","w04","exam",2,"crew","crew","crew","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",1,"entertainer","entertainer","entertainer","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",2,"noodle","noodle","noodle","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",3,"wick","wick","wick","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",4,"tread","tread","tread","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",6,"envy","envy","envy","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",7,"candy","candy","candy","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings_2","w04","exam",8,"tweeze","tweezers","tweezers","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_2","w04","exam",2,"cheer","cheer","cheer","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_2","w04","exam",3,"revenue","revenue","revenue","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings_2","w04","exam",4,"worse","worse","worse","ADJ"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",2,"stoke","stoke","stoke","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",3,"bequeath","bequeath","bequeath","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",4,"burn","burn","burn","VERB"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",5,"consent","consent","consent","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",6,"report","report","report","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings_2","w04","exam",7,"retire","retire","retire","NOUN"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings_2","w04","exam",1,"signal","signal","signal","NOUN"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings_2","w04","exam",2,"register","register","register","VERB"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",1,"necklace","necklace","necklace","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",2,"flesh","flesh","flesh","INTJ"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",3,"segregate","segregate","segregate","VERB"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",4,"snooze","snooze","snooze","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",5,"patch","patch","patch","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",6,"cultivate","cultivate","cultivate","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",7,"foot stool","foot stool","foot stool","NOUN NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings_2","w04","exam",8,"core","core","core","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_2","w04","exam",1,"simmer","simmer","simmer","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings_2","w04","exam",2,"blood pressure","blood pressure","blood pressure","NOUN NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_2","w04","exam",1,"shove","shove","shove","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_2","w04","exam",2,"doorstop","doorstop","doorstop","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings_2","w04","exam",4,"save","save","save","VERB"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",1,"bowel movement","bowel movement","bowel movement","NOUN NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",2,"semaphore","semaphore","semaphore","VERB"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",3,"upeep","peep","peep","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",4,"latch","latch","latch","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",5,"reinvigorate","reinvigorate","reinvigorate","VERB"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings_2","w04","exam",7,"suppli","suppl","suppl","INTJ"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_2","w04","exam",1,"lace","lace","lace","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_2","w04","exam",3,"blow away","blow away","blow away","VERB ADV"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_2","w04","exam",4,"serve","serve","serve","VERB"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings_2","w04","exam",5,"crutch","crutch","crutch","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",1,"medical use","medical use","medical use","ADJ NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",2,"throttle","throttle","throttle","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",4,"verdict","verdict","verdict","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",5,"badminton","badminton","badminton","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",6,"succeed","succeed","succeed","VERB"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",7,"uber","tuber","tuber","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",8,"pick nose","pick nose","pick nose","VERB PRON"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings_2","w04","exam",9,"chomp","chomp","chomp","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_2","w04","exam",1,"pillow","pillow","pillow","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_2","w04","exam",2,"make out","make out","make out","VERB ADP"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings_2","w04","exam",3,"socalize","socialize","socialize","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_2","w04","exam",1,"wakeboard","wake board","wake board","VERB NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_2","w04","exam",2,"land on","land on","land on","NOUN ADP"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_2","w04","exam",3,"dress up","dress up","dress up","VERB ADP"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_2","w04","exam",4,"prep","prep","prep","INTJ"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings_2","w04","exam",5,"launder","launder","launder","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_2","w04","exam",1,"soil","soil","soil","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_2","w04","exam",2,"draw","draw","dree","VERB"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings_2","w04","exam",3,"salivate","salivate","salivate","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_2","w05","vulture",1,"bury","bury","bury","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings_2","w05","vulture",2,"kill","kill","kill","VERB"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_2","w05","vulture",1,"bear","bear","bear","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_2","w05","vulture",3,"distract","distract","distract","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings_2","w05","vulture",4,"revive","revive","revive","VERB"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",1,"take up","take up","take up","VERB ADP"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",2,"eradicat","eradicate","eradicate","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",3,"exorcism","exorcism","exorcism","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",4,"raine","rain","rain","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",5,"impersonate death","impersonate death","impersonate death","ADJ NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",6,"silence","silence","silence","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings_2","w05","vulture",7,"pinch","pinch","pinch","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w05","vulture",1,"visa","visa","visa","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings_2","w05","vulture",2,"ban","ban","ban","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings_2","w05","vulture",1,"bed","bed","bed","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_2","w05","vulture",1,"clasp","clasp","clasp","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_2","w05","vulture",2,"oil","oil","oil","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings_2","w05","vulture",3,"fire","fire","fire","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings_2","w05","vulture",2,"device","device","device","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w05","vulture",1,"hostage","hostage","hostage","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w05","vulture",2,"restock","restock","restock","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w05","vulture",4,"help","help","help","VERB"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings_2","w05","vulture",5,"space travel","space travel","space travel","NOUN NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w05","vulture",1,"calculate","calculate","calculate","VERB"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w05","vulture",2,"solvent","solvent","solvent","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w05","vulture",3,"slide","slide","slide","VERB"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w05","vulture",4,"hold office","hold office","hold office","VERB NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings_2","w05","vulture",5,"waterboard","waterboard","waterboard","X"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w05","vulture",2,"overview","overview","overview","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings_2","w05","vulture",3,"bomb","bomb","bomb","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w05","vulture",1,"foo fight","foo fight","foo fight","NOUN NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w05","vulture",2,"car","car","car","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w05","vulture",3,"fake","fake","fake","ADJ"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w05","vulture",7,"sadness","sadness","sadness","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings_2","w05","vulture",8,"stack","stack","stack","NOUN"
